Date,High,Low,Open,Close,Volume,Adj Close
2020-11-02,344.29998779296875,333.04998779296875,339.1000061035156,341.1000061035156,4272022,341.1000061035156
2020-11-03,349.6000061035156,340.1499938964844,344.0,344.79998779296875,4078834,344.79998779296875
2020-11-04,359.5,337.5,342.6000061035156,351.8500061035156,9701398,351.8500061035156
2020-11-05,354.95001220703125,345.25,353.0,352.75,5361436,352.75
2020-11-06,353.8500061035156,345.04998779296875,352.0,352.1000061035156,3863486,352.1000061035156
